Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group,Top Offense Type,Address,gcode,lat,long,zipcodes
2019-04-30,1945,2019-04-30,2019,4,19073803,3,1800 B/O 2nd St NW,Sexual Orientation,Not Reported,Simple Assault,1800  2nd St NW Washington DC,"1800, 2nd Street Northwest, Shaw, Common Good Farm, Washington, District of Columbia, 20001, United States",38.9142,-77.014282,20001
2019-05-02,1341,2019-05-02,2019,5,19074886,4,5900 B/O Georgia Ave NW,Race,Black,Simple Assault,5900  Georgia Ave NW Washington DC,"Missouri Avenue Market, 5900, Georgia Avenue Northwest, Brightwood, Washington, District of Columbia, 20011, United States",38.9615177,-77.0284286,20012
2019-05-08,1509,2019-05-08,2019,5,19079200,2,1100 B/O 15th St NW,Ethnicity/National Origin,Jewish,Threats,1100  15th St NW Washington DC,"15th Street Northwest, Washington, District of Columbia, 20005, United States",38.9007003,-77.0336365,20005
2019-05-08,1646,2019-05-14,2019,5,19082844,2,1300 B/O K St NW,Race,Black,Threats,1300  K St NW Washington DC,"K Street NW (access road), Golden Triangle, Washington, District of Columbia, 20006-5346, United States",38.9023954,-77.0424297,20006
2019-05-14,911,2019-05-14,2019,5,19082617,2,1500 B/O Connecticut Ave NW,Race,White,Threats,1500  Connecticut Ave NW Washington DC,"1500, Connecticut Avenue Northwest, Dupont Circle and surrunding block, Dupont Circle, Washington, District of Columbia, 20036, United States",38.91063754545454,-77.04413206060606,20015
2019-05-14,1900,2019-05-15,2019,5,19083229,2,4700 B/O Connecticut Ave NW,Disability,Not Reported,Damage/Defacing/Destruction of Property,4700  Connecticut Ave NW Washington DC,"4700, Connecticut Avenue Northwest, Washington, District of Columbia, 20008, United States",38.950804,-77.067484,20008
2019-05-15,500,2019-05-15,2019,5,19083325,2,1500 B/O 35th ST NW,Sexual Orientation,Not Reported,Threats,1500  35th ST NW Washington DC,"1500, 35th Street Northwest, Georgetown, Washington, District of Columbia, 20057, United States",38.9089228,-77.0693483,20057
2019-05-15,1724,2019-05-15,2019,5,19083560,3,2000 B/O Georgia Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,2000  Georgia Ave NW Washington DC,"Torries Restarant, 2000, Georgia Avenue Northwest, 9th St NW-13th St NW, Washington DC, Washington, District of Columbia, 20012, United States",38.9175737,-77.0221497,20012
2019-05-22,1806,2019-05-22,2019,5,19088375,4,5500 B/O 4th St NW,Race,Black,Simple Assault,5500  4th St NW Washington DC,"5500, 4th Street Northwest, Brightwood Park, Washington, District of Columbia, 20011, United States",38.956625,-77.01792,20011
2019-05-23,2126,2019-05-24,2019,5,19089241,6,3700 B/O Hayes St NE,Race,White,Threats,3700  Hayes St NE Washington DC,"3700, Hayes Street Northeast, Mayfair, Washington, District of Columbia, 20019, United States",38.9035526,-76.9486963,20019
2019-05-24,16,2019-05-24,2019,5,19089262,2,1000 B/O 31st St NW,Religion,Muslim,Threats,1000  31st St NW Washington DC,"1000, 31st St NW, Georgetown, Washington, District of Columbia, 20007, United States",38.903557,-77.061253,20566
2019-05-24,258,2019-05-24,2019,5,19089305,5,1800 B/O Kendall St NE,Gender Identity/Expression,Not Reported,ADW,1800  Kendall St NE Washington DC,"1800, Kendall St NE, Ivy City, Washington, District of Columbia, 20002, United States",38.911159,-76.985953,20002
2019-05-24,1335,2019-05-24,2019,5,19089566,2,2300 B/O K St NW,Race,Black,Damage/Defacing/Destruction of Property,2300  K St NW Washington DC,"K Street NW (access road), Golden Triangle, Washington, District of Columbia, 20006-5346, United States",38.9023954,-77.0424297,20006
2019-05-28,1600,2019-05-28,2019,5,19092284,3,200 B/O Q St NW,Sexual Orientation,Not Reported,Threats,200  Q St NW Washington DC,"200, Q Street Northwest, Truxton Circle, Washington, District of Columbia, 20001, United States",38.91103893003271,-77.01368365426899,20001
2019-05-29,127,2019-05-29,2019,5,19092587,2,4500 B/O Wisconsin Ave NW,Race,Black,Threats,4500  Wisconsin Ave NW Washington DC,"Target, 4500, Wisconsin Avenue Northwest, Tenleytown, American University Park, Washington, District of Columbia, 20016, United States",38.9482423,-77.0803691,20016
2019-05-24,2000,2019-05-30,2019,5,19093832,3,1200 B/O 12th St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,1200  12th St NW Washington DC,"1200, 12th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20005, United States",38.905769,-77.028186,20005
2019-05-26,300,2019-05-31,2019,5,19093914,3,1900 B/O 9th ST NW,Ethnicity/National Origin,Black,Sexual Abuse,1900  9th ST NW Washington DC,"1900, 9th Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20001, United States",38.915694,-77.024069,20009
2019-05-31,852,2019-05-31,2019,5,19094134,1,600 B/O Maryland Ave  NE,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,600  Maryland Ave  NE Washington DC,"600, Maryland Avenue Northeast, Stanton Park, Near Northeast, Washington, District of Columbia, 20002, United States",38.894805,-76.996858,20002
2019-06-02,252,2019-06-02,2019,6,19095442,2,1200 B/O 18th ST NW,Gender Identity/Expression,Not Reported,Robbery,1200  18th ST NW Washington DC,"1200, 18th Street Northwest, Golden Triangle, Washington, District of Columbia, 20009, United States",38.9059421,-77.0420545,20009
2019-06-05,1656,2019-06-05,2019,6,19097772,6,2800 B/O Alabama Ave SE,Race,White,Threats,2800  Alabama Ave SE Washington DC,"2800, Alabama Avenue Southeast, Buena Vista, Washington, District of Columbia, 20020, United States",38.860048,-76.966817,20020
2019-06-08,44,2019-06-08,2019,6,19099448,3,1400 B/O U St NW,Sexual Orientation,Not Reported,Simple Assault,1400  U St NW Washington DC,"1400, U Street Northwest, Greater U Street Historic District, Dupont Circle, Washington, District of Columbia, 20009, United States",38.916915,-77.032106,20009
2019-06-08,1918,2019-06-08,2019,6,19099942,2,1400 B/O L St NW,Sexual Orientation,Not Reported,Simple Assault,1400  L St NW Washington DC,"1400, L Street Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.903655,-77.032106,20037
2019-06-15,1108,2019-06-15,2019,6,19104237,4,3400 B/O 14th St NW,Sexual Orientation,Not Reported,Threats,3400  14th St NW Washington DC,"The Dance Institute of Washington, 3400, 14th Street Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.9314048,-77.0329631,20010
2019-06-16,105,2019-06-16,2019,6,19104718,2,2500 B/O K St NW,Sexual Orientation,Not Reported,Threats,2500  K St NW Washington DC,"2500, K Street Northwest, Foggy Bottom, Washington, District of Columbia, 20037, United States",38.902412,-77.054078,20566
2019-06-16,144,2019-06-16,2019,6,19104723,3,1000 U St NW,Sexual Orientation,Not Reported,,1000 U St NW Washington DC,"CVS Pharmacy, 1000, U Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20060, United States",38.9168527,-77.0261698,20060
2019-06-16,1001,2019-06-16,2019,6,19104883,3,1300 B/O Park Rd NW,Race,Black,Simple Assault,1300  Park Rd NW Washington DC,"1300, Park Road Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.931198,-77.029808,20010
2019-06-18,2130,2019-06-18,2019,6,19106524,5,200 B/O 4th St NE,Gender Identity/Expression,Not Reported,Simple Assault,200  4th St NE Washington DC,"200, 4th Street Northeast, Stanton Park, Washington, District of Columbia, 20002, United States",38.892137,-77.000675,20002
2019-06-19,723,2019-06-19,2019,6,19106665,3,1300 B/O Clifton St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,1300  Clifton St NW Washington DC,"1300, Clifton Street Northwest, Columbia Heights, Washington, District of Columbia, 20009, United States",38.922346,-77.029861,20009
2019-06-19,1146,2019-06-19,2019,6,19106766,3,500 B/O Rhode Island Ave NW,Ethnicity/National Origin,Latino/Hispanic,Threats,500  Rhode Island Ave NW Washington DC,"500, Rhode Island Avenue Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20001, United States",38.912994,-77.019611,20001
2019-06-20,902,2019-06-20,2019,6,19107406,5,1700 B/O Montello Ave NE,Sexual Orientation,Not Reported,Simple Assault,1700  Montello Ave NE Washington DC,"1700, Montello Avenue Northeast, Ivy City, Washington, District of Columbia, 20002, United States",38.909115,-76.985853,20002
2019-06-14,500,2019-06-21,2019,6,19108182,2,4000 B/O Chesapeake St NW,Ethnicity/National Origin,Jewish,Displaying Symbols,4000  Chesapeake St NW Washington DC,"4000, Chesapeake Street Northwest, American University Park, Washington, District of Columbia, 20016, United States",38.9505259,-77.0790579,20016
2019-06-24,1420,2019-06-24,2019,6,19110155,2,1100 B/O 19th ST NW,Sexual Orientation,Not Reported,ADW,1100  19th ST NW Washington DC,"1100, 19th Street Northwest, Golden Triangle, Washington, District of Columbia, 20036, United States",38.903868,-77.043558,20005
2019-06-26,1135,2019-06-26,2019,6,19111376,1,200 B/O Tingey St SE,Ethnicity/National Origin,Latino/Hispanic,Threats,200  Tingey St SE Washington DC,"Tingey Street Southeast, Navy Yard, Washington, District of Columbia, 20590, United States",38.8749146,-77.0034164,20590
2019-06-28,1343,2019-06-28,2019,6,19112787,2,1200 B/O I St NW,Sexual Orientation,Not Reported,Threats,1200  I St NW Washington DC,"1200, I Street Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.901247,-77.028227,20006
2019-06-29,1459,2019-06-29,2019,6,19113566,1,500 B/O 3rd St SE,Sex/Gender,Female,Threats,500  3rd St SE Washington DC,"500, 3rd Street Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.883115,-77.001926,20003
2019-06-29,2054,2019-06-29,2019,6,19113775,1,Unit B/O M St NW,Sexual Orientation,Not Reported,ADW,  M St NW Washington DC,"M St NW, Georgetown, Washington, District of Columbia, 20566, United States",38.9051072,-77.057402,20566
2019-06-29,2229,2019-06-30,2019,6,19113821,1,1300 B/O South Capitol St SW,Race,Black,Simple Assault,1300  South Capitol St SW Washington DC,"South Capitol Street Southwest, Washington, District of Columbia, 20590, United States",38.8728869,-77.0091376,20590
2019-07-02,1000,2019-07-03,2019,7,19115955,1,1600 B/O Independence Ave SE,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,1600  Independence Ave SE Washington DC,"1600, Independence Avenue Southeast, Hill East, Washington, District of Columbia, 20003, United States",38.887672,-76.982058,20003
2019-07-03,1947,2019-07-03,2019,7,19116312,4,3100 B/O Georgia Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,3100  Georgia Ave NW Washington DC,"3100, Georgia Avenue Northwest, Pleasant Plains, Washington, District of Columbia, 20012, United States",38.9291733,-77.0235012,20012
2019-07-04,1028,2019-07-04,2019,7,19116636,7,4200 B/O 4th ST SE,Sexual Orientation,Not Reported,Threats,4200  4th ST SE Washington DC,"4200, 4th Street Southeast, Washington Highlands, Washington, District of Columbia, 20032, United States",38.829082,-77.000458,20032
2019-07-06,530,2019-07-06,2019,7,19117988,6,5100 B/O A St SE,Gender Identity/Expression,Not Reported,Threats,5100  A St SE Washington DC,"5100, A Street Southeast, Marshall Heights, Washington, District of Columbia, 20019, United States",38.887772,-76.927629,20019
2019-07-06,1600,2019-07-06,2019,7,19118211,2,300 B/O 15th St NW,Political Affiliation,Not Reported,Robbery,300  15th St NW Washington DC,"15th Street Northwest, Washington, District of Columbia, 20005, United States",38.9007003,-77.0336365,20005
2019-07-07,2141,2019-07-08,2019,7,19118932,3,1400 B/O Irving St NW,Race,White,Simple Assault,1400  Irving St NW Washington DC,"Lou's City Bar, 1400, Irving Street Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.9284992,-77.033826,20010
2019-07-12,1638,2019-07-12,2019,7,19122014,3,Unit B/O Logan Cir NW,Race,Black,Damage/Defacing/Destruction of Property,  Logan Cir NW Washington DC,"Logan Circle Northwest, Logan Circle/Shaw, Washington, District of Columbia, 2005, United States",38.9093917,-77.0302697,20005
2019-07-13,1755,2019-07-13,2019,7,19122794,1,900 B/O 17th St NW,Ethnicity/National Origin,Latino/Hispanic,ADW,900  17th St NW Washington DC,"Truist, 900, 17th Street Northwest, Golden Triangle, Washington, District of Columbia, 20006, United States",38.9015995,-77.0398021,20006
2019-07-14,2033,2019-07-14,2019,7,19123410,2,3000 B/O K St NW,Ethnicity/National Origin,Jewish,Displaying Symbols,3000  K St NW Washington DC,"Bangkok Joe's, 3000, K Street Northwest, Georgetown, Washington, District of Columbia, 20566, United States",38.9020514,-77.0599256,20566
2019-07-16,2025,2019-07-16,2019,7,19124744,3,1000 B/O O St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,1000  O St NW Washington DC,"1000, O Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20001, United States",38.9083893,-77.0261749,20001
2019-07-21,1129,2019-07-21,2019,7,19127683,2,500 B/O 15th St NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,500  15th St NW Washington DC,"15th Street Northwest, Washington, District of Columbia, 20005, United States",38.9007003,-77.0336365,20005
2019-07-30,1306,2019-07-30,2019,7,19133744,1,700 B/O I St NW,Race,Black,Damage/Defacing/Destruction of Property,700  I St NW Washington DC,"700, I Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.900787,-77.022065,20001
2019-08-02,320,2019-08-02,2019,8,19135590,6,3800 B/O Minnesota Ave NE,Gender Identity/Expression,Not Reported,Robbery,3800  Minnesota Ave NE Washington DC,"3800, Minnesota Avenue Northeast, Benning, Washington, District of Columbia, 20019, United States",38.892437,-76.95127,20019
2019-08-04,625,2019-08-04,2019,8,19136923,2,900 B/O E St NW,Ethnicity/National Origin,Black,Damage/Defacing/Destruction of Property,900  E St NW Washington DC,"900, E Street Northwest, Penn Quarter, Washington, District of Columbia, 20004, United States",38.89605,-77.024119,20463
2019-08-09,1333,2019-08-09,2019,8,19140327,2,3800 B/O Veazey St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,3800  Veazey St NW Washington DC,"3800, Veazey Street Northwest, North Cleveland Park, American University Park, Washington, District of Columbia, 20016, United States",38.943891,-77.074763,20016
2019-08-13,2310,2019-08-13,2019,8,19143233,1,Unit B/O M St SE,Race,Black,Simple Assault,M St SE Washington DC,"M Street Southeast, Southeast, Washington, District of Columbia, 20388, United States",38.8764417,-76.9915807,20003
2019-08-20,2045,2019-08-21,2019,8,19147863,3,1200 B/O 1st St NW,Religion,Muslim,Simple Assault,1200  1st St NW Washington DC,"1200, 1st Street Northwest, North Capitol Street, Washington, District of Columbia, 20001, United States",38.90577,-77.012271,20401
2019-08-21,2216,2019-08-22,2019,8,19148518,5,1100 B/O 16th St NE,Sexual Orientation,Not Reported,Threats,1100  16th St NE Washington DC,"1100, 16th Street Northeast, Carver, Washington, District of Columbia, 20002, United States",38.904466,-76.981732,20002
2019-08-23,2056,2019-08-23,2019,8,19149693,3,1600 B/O 1st St NW,Religion,Muslim,Threats,1600  1st St NW Washington DC,"1600, 1st Street Northwest, Truxton Circle, Washington, District of Columbia, 20001, United States",38.911244,-77.012265,20001
2019-08-24,1105,2019-08-24,2019,8,19149999,2,900 B/O E St NW,Sexual Orientation,Not Reported,Simple Assault,900  E St NW Washington DC,"900, E Street Northwest, Penn Quarter, Washington, District of Columbia, 20004, United States",38.89605,-77.024119,20463
2019-08-24,2143,2019-08-24,2019,8,19150338,4,7400 B/O Georgia Ave NW,Gender Identity/Expression,Not Reported,Simple Assault,7400  Georgia Ave NW Washington DC,"McGuire Funeral Home, 7400, Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9796204,-77.02677106053291,20012
2019-08-24,2220,2019-08-24,2019,8,19150379,5,1100 B/O 1st St NE,Race,White,Simple Assault,1100  1st St NE Washington DC,"1100, 1st Street Northeast, NoMa, Near Northeast, Washington, District of Columbia, 20002, United States",38.9040127,-77.00653279348728,20002
2019-08-25,423,2019-08-25,2019,8,19150564,6,5000 B/O D St SE,Sexual Orientation,Not Reported,Simple Assault,5000  D St SE Washington DC,"5000, D Street Southeast, Marshall Heights, Washington, Prince George's County, District of Columbia, 20019, United States",38.884017,-76.930771,20019
